time_s,heat_balance,moisture_balance,heat_quadrature_check,moisture_quadrature_check
3.980000000000000000e+02,2.508603485194176717e-12,2.865489171288819113e-13,2.631269204325975565e-17,1.991330573217633504e-18
3.990000000000000000e+02,2.514494555141632229e-12,2.865446878118460697e-13,2.636201864792049763e-17,1.999634817798558168e-18
4.000000000000000000e+02,2.519047887457096314e-12,2.865489171288819113e-13,2.646683768282456780e-17,2.001710878943789334e-18
4.010000000000000000e+02,2.522715675142932110e-12,2.865700637140610685e-13,2.654082758981567616e-17,2.005863001234251666e-18
4.020000000000000000e+02,2.525924989368038230e-12,2.865658343970252269e-13,2.660248584564160287e-17,2.016243306960407111e-18
4.030000000000000000e+02,2.528895646175230919e-12,2.865616050799893854e-13,2.670123539598781268e-17,2.016243306960407111e-18
4.040000000000000000e+02,2.532261971859491155e-12,2.865658343970252269e-13,2.672589869831818522e-17,2.024547551541331775e-18
4.050000000000000000e+02,2.535006532165501870e-12,2.865616050799893854e-13,2.680605443089188285e-17,2.024547551541331775e-18
4.060000000000000000e+02,2.537298899469149041e-12,2.865742930310969100e-13,2.683071773322225539e-17,2.028699673831794107e-18
4.070000000000000000e+02,2.539409133480177971e-12,2.865785223481327515e-13,2.686154686113521720e-17,2.028699673831794107e-18
4.080000000000000000e+02,2.541299551448391464e-12,2.865742930310969100e-13,2.691125882989486871e-17,2.037036356868112774e-18
4.090000000000000000e+02,2.543409785459419991e-12,2.865869809822043841e-13,2.705923864387709158e-17,2.037036356868112774e-18
4.100000000000000000e+02,2.545111789676648707e-12,2.865827516651685426e-13,2.718872098111153429e-17,2.047416662594268219e-18
4.110000000000000000e+02,2.546619099684526515e-12,2.865954396162760672e-13,2.723804758577227627e-17,2.051568784884730551e-18
4.120000000000000000e+02,2.547975678691616340e-12,2.865869809822043841e-13,2.726271088810264265e-17,2.051568784884730551e-18
4.130000000000000000e+02,2.549263172656678709e-12,2.865996689333119087e-13,2.726290357015210049e-17,2.051568784884730551e-18
4.140000000000000000e+02,2.550651153955599196e-12,2.865869809822043841e-13,2.731223017481283631e-17,2.051568784884730551e-18
4.150000000000000000e+02,2.551787916919873987e-12,2.865827516651685426e-13,2.732456182597802412e-17,2.051568784884730551e-18
4.160000000000000000e+02,2.552780229341726523e-12,2.866081275673835918e-13,2.734922512830839357e-17,2.055720907175192883e-18
4.170000000000000000e+02,2.553697176263185472e-12,2.865996689333119087e-13,2.744171251204728518e-17,2.064025151756117547e-18
4.180000000000000000e+02,2.554557599059349231e-12,2.866208155184910659e-13,2.761435562835987134e-17,2.072361834792436214e-18
4.190000000000000000e+02,2.555518509189371106e-12,2.866123568844193829e-13,2.768834553535098586e-17,2.072361834792436214e-18
4.200000000000000000e+02,2.555694362023623618e-12,2.866081275673835918e-13,2.781166204700283004e-17,2.082742140518591659e-18
4.210000000000000000e+02,2.614140307579082528e-12,3.054285883768462194e-13,2.788149273131701657e-17,2.087495514648294734e-18
4.220000000000000000e+02,2.636687153113587108e-12,3.054412763279537440e-13,2.794469244353859061e-17,2.090609606366141676e-18
4.230000000000000000e+02,2.656822302635487195e-12,3.054370470109179024e-13,2.798477030982543943e-17,2.095799759229219399e-18
4.240000000000000000e+02,2.650378552351809618e-12,3.054412763279537440e-13,2.805028220664048906e-17,2.097097297444988733e-18
4.250000000000000000e+02,2.633502960721945517e-12,3.054624229131329012e-13,2.809190152932298212e-17,2.097616312731296621e-18
4.260000000000000000e+02,2.620025097068171908e-12,3.054581935960970596e-13,2.814122813398372719e-17,2.097616312731296621e-18
4.270000000000000000e+02,2.607514424002786711e-12,3.054581935960970596e-13,2.819672056422706154e-17,2.105920557312221285e-18
4.280000000000000000e+02,2.594520155643207712e-12,3.054539642790612686e-13,2.828612503517464926e-17,2.112148740747914398e-18
4.290000000000000000e+02,2.581017170155969574e-12,3.054581935960970596e-13,2.834778329100057289e-17,2.118376924183608281e-18
4.300000000000000000e+02,2.571012399978681257e-12,3.054624229131329012e-13,2.840327572124390724e-17,2.122529046474070228e-18
4.310000000000000000e+02,2.553621810762791885e-12,3.054624229131329012e-13,2.846493397706983087e-17,2.126681168764532560e-18
4.320000000000000000e+02,2.542172535161287083e-12,3.054751108642404258e-13,2.850809475614798049e-17,2.128757229909763341e-18
4.330000000000000000e+02,2.531382707688228999e-12,3.054497349620254270e-13,2.856975301197390412e-17,2.134985413345457224e-18
4.340000000000000000e+02,2.514092605806198147e-12,3.054497349620254270e-13,2.858208466313909501e-17,2.136023443918072615e-18
4.350000000000000000e+02,2.500363523817778439e-12,3.054581935960970596e-13,2.860674796546945830e-17,2.144327688498997279e-18
4.360000000000000000e+02,2.490452960515982511e-12,3.054497349620254270e-13,2.870617190298876747e-17,2.144327688498997279e-18
4.370000000000000000e+02,2.476384733775790448e-12,3.054497349620254270e-13,2.878632763556247127e-17,2.144327688498997279e-18
4.380000000000000000e+02,2.456852508257041483e-12,3.054412763279537440e-13,2.889731249604913381e-17,2.148479810789459226e-18
4.390000000000000000e+02,2.444844271860948889e-12,3.054497349620254270e-13,2.892197579837950326e-17,2.165347807594462498e-18
4.400000000000000000e+02,2.434161212180115457e-12,3.054497349620254270e-13,2.902062900770098107e-17,2.169499929884924445e-18
4.410000000000000000e+02,2.420061583148092329e-12,3.054497349620254270e-13,2.903296065886616580e-17,2.177804174465848724e-18
4.420000000000000000e+02,2.402840566308089336e-12,3.054370470109179024e-13,2.903296065886616580e-17,2.186108419046773388e-18
4.430000000000000000e+02,2.385946133303126434e-12,3.054581935960970596e-13,2.909500427879100511e-17,2.186108419046773388e-18
4.440000000000000000e+02,2.373542228029965890e-12,3.054497349620254270e-13,2.919365748811248292e-17,2.194412663627698052e-18
4.450000000000000000e+02,2.363009899349920441e-12,3.054624229131329012e-13,2.926764739510359744e-17,2.206869030499084663e-18
4.460000000000000000e+02,2.348206858980887669e-12,3.054539642790612686e-13,2.942795886025100504e-17,2.215173275080009328e-18
4.470000000000000000e+02,2.329302679298754357e-12,3.054539642790612686e-13,2.956360702306803702e-17,2.215173275080009328e-18
4.480000000000000000e+02,2.311899529166132720e-12,3.054455056449895855e-13,2.961909945331137137e-17,2.225553580806164773e-18
4.490000000000000000e+02,2.298647762013541085e-12,3.055089454005271076e-13,2.968075770913729500e-17,2.233857825387089437e-18
4.500000000000000000e+02,2.287845373623750737e-12,3.054624229131329012e-13,2.973625013938062935e-17,2.242162069968013716e-18
4.510000000000000000e+02,2.277601946028548181e-12,3.054581935960970596e-13,2.974549887775451944e-17,2.242162069968013716e-18
4.520000000000000000e+02,2.260506538355868238e-12,3.054581935960970596e-13,2.982257169753692244e-17,2.250725822192092324e-18
4.530000000000000000e+02,2.240515839376390001e-12,3.054624229131329012e-13,2.988422995336285223e-17,2.251763852764708100e-18
4.540000000000000000e+02,2.222352753781463126e-12,3.054581935960970596e-13,2.988422995336285223e-17,2.251763852764708100e-18
4.550000000000000000e+02,2.207932821372766443e-12,3.054624229131329012e-13,2.995821986035396059e-17,2.251763852764708100e-18
4.560000000000000000e+02,2.196125559644390890e-12,3.054581935960970596e-13,3.011853132550136819e-17,2.260068097345632764e-18
4.570000000000000000e+02,2.185310610337867873e-12,3.054624229131329012e-13,3.021718453482284600e-17,2.260068097345632764e-18
4.580000000000000000e+02,2.173453104942563260e-12,3.054793401812762673e-13,3.027884279064876963e-17,2.264220219636094711e-18
4.590000000000000000e+02,2.158518174947841306e-12,3.054581935960970596e-13,3.042990551742228714e-17,2.264220219636094711e-18
4.600000000000000000e+02,2.138671926510784516e-12,3.054751108642404258e-13,3.052855872674376495e-17,2.264220219636094711e-18
4.610000000000000000e+02,2.121752371672357085e-12,3.054624229131329012e-13,3.059021698256968858e-17,2.264220219636094711e-18
4.620000000000000000e+02,2.108588530936891302e-12,3.054624229131329012e-13,3.077519175004746564e-17,2.264220219636094711e-18
4.630000000000000000e+02,2.097585167879383913e-12,3.054624229131329012e-13,3.089850826169931906e-17,2.264220219636094711e-18
4.640000000000000000e+02,2.087473629909870943e-12,3.054793401812762673e-13,3.107577574719885027e-17,2.264739234922402598e-18
4.650000000000000000e+02,2.075791977348818439e-12,3.054793401812762673e-13,3.122375556118107314e-17,2.264739234922402598e-18
4.660000000000000000e+02,2.065378977377729908e-12,3.054751108642404258e-13,3.128541381700699678e-17,2.266815296067633764e-18
4.670000000000000000e+02,2.056523531081448242e-12,3.054751108642404258e-13,3.139639867749366547e-17,2.266815296067633764e-18
4.680000000000000000e+02,2.048710640873948576e-12,3.054624229131329012e-13,3.142106197982403493e-17,2.275119540648558429e-18
4.690000000000000000e+02,2.041588601086726288e-12,3.054877988153478999e-13,3.167231937231467449e-17,2.283423785229482708e-18
4.700000000000000000e+02,2.033851076379620613e-12,3.054877988153478999e-13,3.174630927930578901e-17,2.283423785229482708e-18
4.710000000000000000e+02,2.027093303177635210e-12,3.054793401812762673e-13,3.185729413979245771e-17,2.287575907519944655e-18
4.720000000000000000e+02,2.021177111396715169e-12,3.054708815472045842e-13,3.194361569794875079e-17,2.291728029810407372e-18
4.730000000000000000e+02,2.015775917201819994e-12,3.054920281323837414e-13,3.209159551193097367e-17,2.293804090955638538e-18
4.740000000000000000e+02,2.010738989592162108e-12,3.054835694983121088e-13,3.211780027065698736e-17,2.294323106241946041e-18
4.750000000000000000e+02,2.005262429896872943e-12,3.054920281323837414e-13,3.219179017764809571e-17,2.294323106241946041e-18
4.760000000000000000e+02,2.000476720621861156e-12,3.054962574494195830e-13,3.224728260789143006e-17,2.294323106241946041e-18
4.770000000000000000e+02,1.996331618100197286e-12,3.055004867664554245e-13,3.243225737536920712e-17,2.306779473113333037e-18
4.780000000000000000e+02,1.992538221247038440e-12,3.054920281323837414e-13,3.246925232886476129e-17,2.310931595403794984e-18
4.790000000000000000e+02,1.988996042728525693e-12,3.054962574494195830e-13,3.259565175330790936e-17,2.310931595403794984e-18
4.800000000000000000e+02,1.986948613301158489e-12,3.055047160834912660e-13,3.281762147428124059e-17,2.319235839984719648e-18
4.810000000000000000e+02,2.374678990994240277e-12,3.183914450916784160e-13,3.289391603922326293e-17,2.322844871572760986e-18
4.820000000000000000e+02,2.352132145459736101e-12,3.183660691894634173e-13,3.294940846946659728e-17,2.324920932717992152e-18
4.830000000000000000e+02,2.361665881259562477e-12,3.183745278235350498e-13,3.300644235610558203e-17,2.332187146726301041e-18
4.840000000000000000e+02,2.375143744913336085e-12,3.183745278235350498e-13,3.321145605672677733e-17,2.338934345448302427e-18
4.850000000000000000e+02,2.388960753318882049e-12,3.183618398724275757e-13,3.335683466304134093e-17,2.343102686966461567e-18
4.860000000000000000e+02,2.404624216484077772e-12,3.183660691894634173e-13,3.345548787236282490e-17,2.343102686966461567e-18
4.870000000000000000e+02,2.413931855782722982e-12,3.183660691894634173e-13,3.352967046140339110e-17,2.347254809256924284e-18
4.880000000000000000e+02,2.431806040292806560e-12,3.183576105553917342e-13,3.365298697305523836e-17,2.349330870402155065e-18
4.890000000000000000e+02,2.441992943762713521e-12,3.183660691894634173e-13,3.382254717657653604e-17,2.351406931547386231e-18
4.900000000000000000e+02,2.458309574597989829e-12,3.183618398724275757e-13,3.397669281614135437e-17,2.355559053837848563e-18
4.910000000000000000e+02,2.472503410505505345e-12,3.183618398724275757e-13,3.406918019988023673e-17,2.357116099696771842e-18
4.920000000000000000e+02,2.483481651729547802e-12,3.183745278235350498e-13,3.411234097895838019e-17,2.361268221987234174e-18
4.930000000000000000e+02,2.502021564826444230e-12,3.183660691894634173e-13,3.413700428128875580e-17,2.366458374850311896e-18
4.940000000000000000e+02,2.516140035233565351e-12,3.183787571405708914e-13,3.421716001386245961e-17,2.366458374850311896e-18
4.950000000000000000e+02,2.526138524952487940e-12,3.183702985064992083e-13,3.432891560254694734e-17,2.366458374850311896e-18
4.960000000000000000e+02,2.545595384970842913e-12,3.183660691894634173e-13,3.446456376536398549e-17,2.370610497140774614e-18
4.970000000000000000e+02,2.562326526058285567e-12,3.183702985064992083e-13,3.452622202118990296e-17,2.373724588858620785e-18
4.980000000000000000e+02,2.574598541705756930e-12,3.183660691894634173e-13,3.457554862585064803e-17,2.382028833439545449e-18
4.990000000000000000e+02,2.586481168934526475e-12,3.183702985064992083e-13,3.460637775376360676e-17,2.385142925157392005e-18
5.000000000000000000e+02,2.606327417371583265e-12,3.183576105553917342e-13,3.480368417240656854e-17,2.389295047447854723e-18
5.010000000000000000e+02,2.622895266541505673e-12,3.183702985064992083e-13,3.492545922766277773e-17,2.392409139165700894e-18
5.020000000000000000e+02,2.636649470363390314e-12,3.183618398724275757e-13,3.515976059980128752e-17,2.404865506037087890e-18
5.030000000000000000e+02,2.647828686255149812e-12,3.183745278235350498e-13,3.515976059980128752e-17,2.404865506037087890e-18
5.040000000000000000e+02,2.662889225417194815e-12,3.183618398724275757e-13,3.526457963470536077e-17,2.406941567182319056e-18
5.050000000000000000e+02,2.683263032357009141e-12,3.183576105553917342e-13,3.551891993998730731e-17,2.416283842335859111e-18
5.060000000000000000e+02,2.700999046783037001e-12,3.183660691894634173e-13,3.567923140513470874e-17,2.418359903481090662e-18
5.070000000000000000e+02,2.714250813935628636e-12,3.183660691894634173e-13,3.575322131212582326e-17,2.418359903481090662e-18
5.080000000000000000e+02,2.725844540079554884e-12,3.183660691894634173e-13,3.587653782377767052e-17,2.418359903481090662e-18
5.090000000000000000e+02,2.741734099745932581e-12,3.183702985064992083e-13,3.602451763775988724e-17,2.422512025771552609e-18
5.100000000000000000e+02,2.761819005600903610e-12,3.183702985064992083e-13,3.614783414941174066e-17,2.422512025771552609e-18
5.110000000000000000e+02,2.780672941616107460e-12,3.183745278235350498e-13,3.619716075407247957e-17,2.422512025771552609e-18
5.120000000000000000e+02,2.795620432527561678e-12,3.183787571405708914e-13,3.633280891688951155e-17,2.422512025771552609e-18
5.130000000000000000e+02,2.807930130925229834e-12,3.183872157746425745e-13,3.643146212621099552e-17,2.422512025771552609e-18
5.140000000000000000e+02,2.819574100736085141e-12,3.183829864576067329e-13,3.655477863786284279e-17,2.430816270352476888e-18
5.150000000000000000e+02,2.836204754489669679e-12,3.183787571405708914e-13,3.683840661466210381e-17,2.432892331497708054e-18
5.160000000000000000e+02,2.855862589175741693e-12,3.183745278235350498e-13,3.687540156815765799e-17,2.441196576078632718e-18
5.170000000000000000e+02,2.874917499858662584e-12,3.183914450916784160e-13,3.702338138213987470e-17,2.453652942950019715e-18
5.180000000000000000e+02,2.891070838776419049e-12,3.183829864576067329e-13,3.709737128913098306e-17,2.466109309821405941e-18
5.190000000000000000e+02,2.904347727762475212e-12,3.183787571405708914e-13,3.724535110311320594e-17,2.468185370966637107e-18
5.200000000000000000e+02,2.916180111324315699e-12,3.183829864576067329e-13,3.739333091709542881e-17,2.477527646120177546e-18
5.210000000000000000e+02,2.928288835054266814e-12,3.183914450916784160e-13,3.739333091709542881e-17,2.485831890701101825e-18
5.220000000000000000e+02,2.945597778311396063e-12,3.183999037257500486e-13,3.765229559156431422e-17,2.494655150568334377e-18
5.230000000000000000e+02,2.962806234234666791e-12,3.184125916768575732e-13,3.771395384739024402e-17,2.502959395149258656e-18
5.240000000000000000e+02,2.978444575566397985e-12,3.183956744087142575e-13,3.781260705671172182e-17,2.511263639730183321e-18
5.250000000000000000e+02,2.992085731137691437e-12,3.183999037257500486e-13,3.788659696370283018e-17,2.513339700875414487e-18
5.260000000000000000e+02,3.004445673202289055e-12,3.184041330427858901e-13,3.808390338234579196e-17,2.521643945456339151e-18
5.270000000000000000e+02,3.016893541684012526e-12,3.183956744087142575e-13,3.813785435619347591e-17,2.529948190037263430e-18
5.280000000000000000e+02,3.027494955406085833e-12,3.183872157746425745e-13,3.821184426318458426e-17,2.534100312327725377e-18
5.290000000000000000e+02,3.037204544040165125e-12,3.184041330427858901e-13,3.826117086784532933e-17,2.534100312327725377e-18
5.300000000000000000e+02,3.046248404087431567e-12,3.183999037257500486e-13,3.852013554231420858e-17,2.552784862634805486e-18
5.310000000000000000e+02,3.055053606716783770e-12,3.184041330427858901e-13,3.866811535629643146e-17,2.561089107215730535e-18
5.320000000000000000e+02,3.063909053013065435e-12,3.184041330427858901e-13,3.872052487374847116e-17,2.569912367082962702e-18
5.330000000000000000e+02,3.071194384717807970e-12,3.183956744087142575e-13,3.876985147840921007e-17,2.569912367082962702e-18
5.340000000000000000e+02,3.077700939585146870e-12,3.184083623598217317e-13,3.889316799006105733e-17,2.574064489373425034e-18
5.350000000000000000e+02,3.083755301450122225e-12,3.184041330427858901e-13,3.896099207146957640e-17,2.582368733954349698e-18
5.360000000000000000e+02,3.089859906982027043e-12,3.184210503109292563e-13,3.915829849011253818e-17,2.590672978535273977e-18
5.370000000000000000e+02,3.096253413598775158e-12,3.184168209938934147e-13,3.940801442620753351e-17,2.590672978535273977e-18
5.380000000000000000e+02,3.101453633125953291e-12,3.184168209938934147e-13,3.946967268203346330e-17,2.594825100825735924e-18
5.390000000000000000e+02,3.106113733233642029e-12,3.184168209938934147e-13,3.956832589135494111e-17,2.603129345406660974e-18
5.400000000000000000e+02,3.109241401499988429e-12,3.184083623598217317e-13,3.962381832159827546e-17,2.605205406551891754e-18
5.410000000000000000e+02,3.407286833724345309e-12,3.366578653694467615e-13,3.972080513225766260e-17,2.610858821106068310e-18
5.420000000000000000e+02,3.426191013406478217e-12,3.366536360524109200e-13,3.987186785903118012e-17,2.613972912823915251e-18
5.430000000000000000e+02,3.450194925281931142e-12,3.366494067353751289e-13,3.997273691192140153e-17,2.620201096259608364e-18
5.440000000000000000e+02,3.465318269027637872e-12,3.366536360524109200e-13,4.012379963869491905e-17,2.626948294981609750e-18
5.450000000000000000e+02,3.459301589912859310e-12,3.366578653694467615e-13,4.020395537126862285e-17,2.627986325554225526e-18
5.460000000000000000e+02,3.443324103829355358e-12,3.366494067353751289e-13,4.027794527825973121e-17,2.629024356126840916e-18
5.470000000000000000e+02,3.433438662361023958e-12,3.366409481013034458e-13,4.035810101083343501e-17,2.634214508989918639e-18
5.480000000000000000e+02,3.418302757698584963e-12,3.366409481013034458e-13,4.038893013874639990e-17,2.640442692425612137e-18
5.490000000000000000e+02,3.406420130469815418e-12,3.366494067353751289e-13,4.056388543965246167e-17,2.644594814716074469e-18
5.500000000000000000e+02,3.396811029169595051e-12,3.366578653694467615e-13,4.072419690479986927e-17,2.654975120442229914e-18
5.510000000000000000e+02,3.380707933918768048e-12,3.366578653694467615e-13,4.073652855596505400e-17,2.659127242732692631e-18
5.520000000000000000e+02,3.370420543115002163e-12,3.366747826375901276e-13,4.076119185829541729e-17,2.661203303877923412e-18
5.530000000000000000e+02,3.362117777154942562e-12,3.366536360524109200e-13,4.082285011412134708e-17,2.662241334450538802e-18
5.540000000000000000e+02,3.345549927985019751e-12,3.366494067353751289e-13,4.087217671878208599e-17,2.666393456741001520e-18
5.550000000000000000e+02,3.331783163246403249e-12,3.366705533205542861e-13,4.095233245135578979e-17,2.676773762467156965e-18
5.560000000000000000e+02,3.323015643367247840e-12,3.366451774183392874e-13,4.097699575368615924e-17,2.685078007048081629e-18
5.570000000000000000e+02,3.312765935313679152e-12,3.366536360524109200e-13,4.111264391650319739e-17,2.697534373919468625e-18
5.580000000000000000e+02,3.295796136808322259e-12,3.366494067353751289e-13,4.126062373048541410e-17,2.697534373919468625e-18
5.590000000000000000e+02,3.281790714651791518e-12,3.366663240035184446e-13,4.133461363747652862e-17,2.697599250830256630e-18
5.600000000000000000e+02,3.270686864260425608e-12,3.366451774183392874e-13,4.149492510262393006e-17,2.697599250830256630e-18
5.610000000000000000e+02,3.261693247880088629e-12,3.366620946864826030e-13,4.166756821893652239e-17,2.697599250830256630e-18
5.620000000000000000e+02,3.248742942729072556e-12,3.366663240035184446e-13,4.176622142825800636e-17,2.699675311975488181e-18
5.630000000000000000e+02,3.231785705140447927e-12,3.366536360524109200e-13,4.191420124224022307e-17,2.699675311975488181e-18
5.640000000000000000e+02,3.216825653312261444e-12,3.366663240035184446e-13,4.211767348646577414e-17,2.699675311975488181e-18
5.650000000000000000e+02,3.205973021255541633e-12,3.366451774183392874e-13,4.216700009112651920e-17,2.707979556556412460e-18
5.660000000000000000e+02,3.196690503790361356e-12,3.366578653694467615e-13,4.229339951556966727e-17,2.717321831709952515e-18
5.670000000000000000e+02,3.186880427822423948e-12,3.366536360524109200e-13,4.257086166678632669e-17,2.719397892855183295e-18
5.680000000000000000e+02,3.172360008079868341e-12,3.366494067353751289e-13,4.272809021914243348e-17,2.719397892855183295e-18
5.690000000000000000e+02,3.155201795823526671e-12,3.366620946864826030e-13,4.277818755200100375e-17,2.727831891257684739e-18
5.700000000000000000e+02,3.138709312153997851e-12,3.366494067353751289e-13,4.277818755200100375e-17,2.744440380419533682e-18
5.710000000000000000e+02,3.126412174673062363e-12,3.366705533205542861e-13,4.288608949969637165e-17,2.753782655573074122e-18
5.720000000000000000e+02,3.116614659621856816e-12,3.366451774183392874e-13,4.292308445319192583e-17,2.753782655573074122e-18
5.730000000000000000e+02,3.107407507657070531e-12,3.366620946864826030e-13,4.294774775552229528e-17,2.753782655573074122e-18
5.740000000000000000e+02,3.094984761008811589e-12,3.366705533205542861e-13,4.302173766251340363e-17,2.753782655573074122e-18
5.750000000000000000e+02,3.080514584933185040e-12,3.366620946864826030e-13,4.308339591833933343e-17,2.757934777863536454e-18
5.760000000000000000e+02,3.065617337688660284e-12,3.366578653694467615e-13,4.327453651139969976e-17,2.757934777863536454e-18
5.770000000000000000e+02,3.051071796112640147e-12,3.366663240035184446e-13,4.342251632538191648e-17,2.766239022444460733e-18
5.780000000000000000e+02,3.038850024132098247e-12,3.366747826375901276e-13,4.348109166841654547e-17,2.766239022444460733e-18
5.790000000000000000e+02,3.029580067583650235e-12,3.366747826375901276e-13,4.357974487773802944e-17,2.774543267025385397e-18
5.800000000000000000e+02,3.021264740706857966e-12,3.366747826375901276e-13,4.362907148239876834e-17,2.782847511606309676e-18
5.810000000000000000e+02,3.013200632164712200e-12,3.366578653694467615e-13,4.378321712196358050e-17,2.782847511606309676e-18
5.820000000000000000e+02,3.004696891536935155e-12,3.366705533205542861e-13,4.383254372662432557e-17,2.782847511606309676e-18
5.830000000000000000e+02,2.996708148495183380e-12,3.366620946864826030e-13,4.395277732548487202e-17,2.792189786759849731e-18
5.840000000000000000e+02,2.990452811962490579e-12,3.366494067353751289e-13,4.412542044179746435e-17,2.800494031340774395e-18
5.850000000000000000e+02,2.985101861434524867e-12,3.366578653694467615e-13,4.423640530228413305e-17,2.800494031340774395e-18
5.860000000000000000e+02,2.980190542992190031e-12,3.366663240035184446e-13,4.423640530228413305e-17,2.800494031340774395e-18
5.870000000000000000e+02,2.975040567131940956e-12,3.366578653694467615e-13,4.433505851160561086e-17,2.800494031340774395e-18
5.880000000000000000e+02,2.969940834938621343e-12,3.366578653694467615e-13,4.464643270352652981e-17,2.800494031340774395e-18
5.890000000000000000e+02,2.965808293333689738e-12,3.366620946864826030e-13,4.472042261051764433e-17,2.808798275921698674e-18
5.900000000000000000e+02,2.962178188398051139e-12,3.366536360524109200e-13,4.488073407566505194e-17,2.812950398212161391e-18
5.910000000000000000e+02,2.958874667297452227e-12,3.366451774183392874e-13,4.491772902916060611e-17,2.812950398212161391e-18
5.920000000000000000e+02,2.955483219779727462e-12,3.366451774183392874e-13,4.506570884314282899e-17,2.812950398212161391e-18
5.930000000000000000e+02,2.952154576845664021e-12,3.366705533205542861e-13,4.508112340709930836e-17,2.821254642793085670e-18
5.940000000000000000e+02,2.949315809664160918e-12,3.366790119546259692e-13,4.517977661642078617e-17,2.829558887374010334e-18
5.950000000000000000e+02,2.946816187234430574e-12,3.366536360524109200e-13,4.527842982574227014e-17,2.837863131954934613e-18
5.960000000000000000e+02,2.944504978555684602e-12,3.366705533205542861e-13,4.537091720948115250e-17,2.846167376535859278e-18
5.970000000000000000e+02,2.942143526210009572e-12,3.366620946864826030e-13,4.542024381414189757e-17,2.846167376535859278e-18
5.980000000000000000e+02,2.939832317531263600e-12,3.366113428820526056e-13,4.552506284904597082e-17,2.846167376535859278e-18
5.990000000000000000e+02,2.937885375437754917e-12,3.366620946864826030e-13,4.557438945370670973e-17,2.862775865697708606e-18
6.000000000000000000e+02,2.937068915850154488e-12,3.366536360524109200e-13,4.558672110487189445e-17,2.875232232569095217e-18
6.010000000000000000e+02,3.517282781549222816e-12,3.523866954257145774e-13,4.565833221648290096e-17,2.878939339799617771e-18
6.020000000000000000e+02,3.494195816595228840e-12,3.524036126938578930e-13,4.576045370269458909e-17,2.883675354287175995e-18
6.030000000000000000e+02,3.471837384811709037e-12,3.524036126938578930e-13,4.587298001957690819e-17,2.886919199826600101e-18
6.040000000000000000e+02,3.475781512665655866e-12,3.524036126938578930e-13,4.590997497307246237e-17,2.891201075938639213e-18
6.050000000000000000e+02,3.491520341331245580e-12,3.523951540597862604e-13,4.599629653122875545e-17,2.899505320519563492e-18
6.060000000000000000e+02,3.502234803303910077e-12,3.523782367916428943e-13,4.610882284811106839e-17,2.904825227204218379e-18
6.070000000000000000e+02,3.519217162725999235e-12,3.523951540597862604e-13,4.617664692951958746e-17,2.913129471785142658e-18
6.080000000000000000e+02,3.528009804438619173e-12,3.524205299620012592e-13,4.634929004583217979e-17,2.915205532930374209e-18
6.090000000000000000e+02,3.545494600530000933e-12,3.524120713279295761e-13,4.637395334816254924e-17,2.919357655220836156e-18
6.100000000000000000e+02,3.555505651165655383e-12,3.524120713279295761e-13,4.644794325515365760e-17,2.919357655220836156e-18
6.110000000000000000e+02,3.567124499143046160e-12,3.523951540597862604e-13,4.650035277260569731e-17,2.932592545021684984e-18
6.120000000000000000e+02,3.584508807900569400e-12,3.524120713279295761e-13,4.657434267959680566e-17,2.936744667312146931e-18
6.130000000000000000e+02,3.595097660705910443e-12,3.524036126938578930e-13,4.667376661711610867e-17,2.936744667312146931e-18
6.140000000000000000e+02,3.607319432686452343e-12,3.524036126938578930e-13,4.674775652410722319e-17,2.937523190241608763e-18
6.150000000000000000e+02,3.624954959778622086e-12,3.523866954257145774e-13,4.690190216367203535e-17,2.939599251386839929e-18
6.160000000000000000e+02,3.638608676266647399e-12,3.523866954257145774e-13,4.700055537299351316e-17,2.943751373677301875e-18
6.170000000000000000e+02,3.648393630401121086e-12,3.523951540597862604e-13,4.706529654161073759e-17,2.946346450108841314e-18
6.180000000000000000e+02,3.661745884887570837e-12,3.523951540597862604e-13,4.725027130908850848e-17,2.956726755834996374e-18
6.190000000000000000e+02,3.680650064569704149e-12,3.523951540597862604e-13,4.725797859106674817e-17,2.956726755834996374e-18
6.200000000000000000e+02,3.695936700232930723e-12,3.523697781575712112e-13,4.743062170737934050e-17,2.956726755834996374e-18
6.210000000000000000e+02,3.705482996949489767e-12,3.523782367916428943e-13,4.744295335854452522e-17,2.956726755834996374e-18
6.220000000000000000e+02,3.716863187508966710e-12,3.523782367916428943e-13,4.749613360419438397e-17,2.973335244996845703e-18
6.230000000000000000e+02,3.734888103019838271e-12,3.523866954257145774e-13,4.749613360419438397e-17,2.977487367287307650e-18
6.240000000000000000e+02,3.753641551701183600e-12,3.523866954257145774e-13,4.769344002283735191e-17,2.977487367287307650e-18
6.250000000000000000e+02,3.767810265775233780e-12,3.523782367916428943e-13,4.787841479031512280e-17,2.977487367287307650e-18
6.260000000000000000e+02,3.778361435830378029e-12,3.523613195234995786e-13,4.812504781361882349e-17,2.985791611868232314e-18
6.270000000000000000e+02,3.787769562462881355e-12,3.523782367916428943e-13,4.832235423226178527e-17,2.995133887021772368e-18
6.280000000000000000e+02,3.803885218630441430e-12,3.523613195234995786e-13,4.837476374971382498e-17,2.995133887021772368e-18
6.290000000000000000e+02,3.823467687816119453e-12,3.523782367916428943e-13,4.842409035437455772e-17,2.995652902308080256e-18
