time_s,q2_center_T,q1_center_T,q2_surface_T,q1_surface_T,q2_center_C,q1_center_C,q2_surface_C,q1_surface_C
417.0,28.075225762762702,28.14177192416545,29.03882412472664,29.34792102645097,2.55,2.55,2.017049923327754,1.9735787527977349
418.0,28.075912493013423,28.14295550425067,29.042382447234598,29.3523895835733,2.5499999999999994,2.55,2.016519869866743,1.9729820167247218
419.0,28.076603068097228,28.144144888577905,29.045944402193644,29.356862126365574,2.549999999999999,2.55,2.0159907226945317,1.9723861954869355
420.0,28.077297494845364,28.145340081364164,29.049509982137817,29.36133864507775,2.55,2.55,2.0154624786281303,1.9717912857339799
421.0,28.077995780032705,28.146541086622143,29.053019690834397,29.365739242832795,2.55,2.55,2.014935107911267,1.9711972871233496
422.0,28.07869793016439,28.147747908140396,29.056484595116597,29.370078731835914,2.55,2.55,2.0144085790826587,1.9706041958103115
423.0,28.079403951792756,28.148960549521735,29.059922063907873,29.37438046164731,2.55,2.55,2.013882889638243,1.9700120076368381
424.0,28.08011385130617,28.150179014163854,29.063338274838866,29.378652751567202,2.55,2.55,2.0133580372042825,1.9694207190222977
425.0,28.0808276349823,28.15140330526888,29.066736786396046,29.382900402745065,2.55,2.55,2.0128340193652483,1.968830326536304
426.0,28.08154530898853,28.1526334258474,29.07011999419551,29.387126649607357,2.55,2.549999999999999,2.012310833665056,1.968240826826021
427.0,28.082266879382352,28.153869378722344,29.073489650522742,29.39133386283555,2.55,2.55,2.011788477616334,1.9676522165898653
428.0,28.082992352111958,28.155111166533022,29.076847110411055,29.39552387626495,2.55,2.55,2.011266948708598,1.967064492565197
429.0,28.08372173301687,28.15635879173921,29.08019345962355,29.399698162940123,2.55,2.5499999999999994,2.010746244414579,1.9664776515216167
430.0,28.08445502782859,28.157612256625278,29.083529595517064,29.403857939397955,2.55,2.5500000000000003,2.0102263621952963,1.9658916902569297
431.0,28.08519224217145,28.158871563304253,29.08685627344479,29.408004232114052,2.55,2.5500000000000007,2.009707299503768,1.9653066055945225
432.0,28.08593338156346,28.160136713722,29.090174140974742,29.41213792221146,2.55,2.5500000000000003,2.0091890537881136,1.964722394381549
433.0,28.086678451417182,28.161407709661308,29.09348376188902,29.41625977645726,2.55,2.5499999999999994,2.0086716224940817,1.964139053487624
434.0,28.087427457040768,28.162684552746057,29.096785631661042,29.420370469938984,2.55,2.55,2.0081550030669333,1.9635565798038306
435.0,28.08818040363896,28.163967244445306,29.100080190733447,29.424470602876436,2.55,2.5499999999999994,2.0076391929531727,1.9629749702419508
436.0,28.08893729631426,28.165255786077363,29.103367833546713,29.428560713301636,2.55,2.5500000000000003,2.007124189601839,1.9623942217338453
437.0,28.089698140067917,28.16655017881387,29.10664891577253,29.432641287014853,2.55,2.55,2.0066099904656522,1.9618143312309377
438.0,28.090462939801295,28.167850423683774,29.109923760224728,29.436712765462218,2.55,2.55,2.0060965930019696,1.9612352957037804
439.0,28.09123170031699,28.16915652157738,29.11319266192204,29.440775552022448,2.55,2.5499999999999994,2.0055839946736604,1.9606571121416783
440.0,28.092004426320045,28.170468473250175,29.116455891679706,29.444830017037784,2.55,2.55,2.0050721929497803,1.9600797775523635
441.0,28.09278112241937,28.171786279326756,29.119713698989237,29.448876502074814,2.55,2.5500000000000003,2.004561185306142,1.9595032889616963
442.0,28.093561793129002,28.173109940304666,29.12296631460523,29.45291532341759,2.55,2.55,2.004050969225848,1.9589276434133986
443.0,28.094346442869394,28.17443945655811,29.126213952800313,29.456946774979933,2.55,2.5499999999999994,2.0035415421997347,1.9583528379688122
444.0,28.095135075968848,28.175774828341627,29.12945681324662,29.460971130773615,2.55,2.55,2.00303290172677,1.9577788697066705
445.0,28.095927696664905,28.17711605579376,29.132695082480588,29.464988647005207,2.55,2.549999999999999,2.0025250453143766,1.9572057357228894
446.0,28.096724309105696,28.178463138940554,29.135928935552737,29.468999563894712,2.55,2.5500000000000003,2.0020179704787826,1.9566334331303663
447.0,28.097524917351326,28.179816077699073,29.139158536814968,29.473004107252866,2.55,2.5499999999999994,2.0015116747452195,1.956061959058796
448.0,28.098329525375373,28.181174871880742,29.142384040960742,29.47700248983156,2.55,2.5499999999999994,2.001006155648143,1.9554913106544862
449.0,28.09913813706624,28.182539521194705,29.145605594035214,29.480994912494264,2.55,2.5499999999999994,2.000501410731464,1.954921485080191
450.0,28.09995075622862,28.183910025251024,29.148823334062044,29.484981565256714,2.55,2.55,1.9999974375486886,1.9543524795149452
451.0,28.100767386584884,28.185286383563774,29.152037391796267,29.488962628211954,2.55,2.5499999999999994,1.9994942336630688,1.9537842911539047
452.0,28.101588031776522,28.186668595554135,29.15524789132095,29.492938272335863,2.5500000000000003,2.5499999999999994,1.9989917966477389,1.953216917208193
453.0,28.102412695365555,28.188056660553265,29.158454950623558,29.496908660232098,2.5500000000000003,2.55,1.9984901240858322,1.9526503549047536
454.0,28.103241380835918,28.189450577805093,29.16165868201277,29.500873946760503,2.5500000000000003,2.5499999999999994,1.9979892135705652,1.9520846014862023
455.0,28.104074091594875,28.190850346469016,29.16485919254459,29.504834279609902,2.55,2.55,1.997489062705317,1.9515196542106876
456.0,28.10491083097443,28.192255965622376,29.168056584520155,29.508789799818828,2.5499999999999994,2.5499999999999994,1.996989669103732,1.9509555103517595
457.0,28.105751602232566,28.1936674342628,29.171250955546128,29.51274064224786,2.5499999999999994,2.55,1.9964910303896957,1.9503921671982203
458.0,28.106596408554744,28.195084751310375,29.174442399206086,29.51668693600353,2.5500000000000007,2.5499999999999994,1.9959931441974859,1.9498296220540086
459.0,28.10744525305506,28.19650791560967,29.177631004991802,29.520628804822998,2.5500000000000007,2.55,1.9954960081717066,1.949267872238059
460.0,28.108298138777627,28.197936925931394,29.180816858831818,29.52456636742268,2.55,2.5500000000000003,1.994999619967401,1.9487069150841816
461.0,28.10915506869773,28.19937178097408,29.18400004317979,29.52849973782685,2.5499999999999994,2.549999999999999,1.9945039772500275,1.948146747940934
462.0,28.11001604572299,28.200812479365247,29.18718063727022,29.532429025639658,2.5499999999999994,2.549999999999999,1.9940090776954904,1.9475873681715012
463.0,28.110881072694642,28.202259019662414,29.19035871736697,29.536354336317693,2.55,2.5500000000000003,1.9935149189901666,1.9470287731535727
464.0,28.111750152388247,28.203711400353843,29.193534356780713,29.540275771417686,2.5500000000000003,2.55,1.9930214988308586,1.9464709602792312
465.0,28.11262328751544,28.205169619859007,29.19670762633966,29.54419342881983,2.55,2.5499999999999994,1.9925288149248919,1.9459139269548267
466.0,28.11350048072376,28.206633676528813,29.19987859411831,29.54810740294128,2.55,2.55,1.9920368649899756,1.9453576706008668
467.0,28.11438173459898,28.208103568645328,29.203047326048043,29.552017784919524,2.55,2.5500000000000007,1.9915456467543453,1.9448021886519054
468.0,28.115267051664166,28.209579294421335,29.206213885592447,29.5559246627909,2.55,2.5499999999999994,1.9910551579565994,1.9442474785564245
469.0,28.11615643438208,28.211060851999576,29.209378334224493,29.559828121655496,2.5499999999999994,2.55,1.9905653963458052,1.9436935377767315
470.0,28.11704988515433,28.21254823945164,29.212540731303466,29.56372824382821,2.5499999999999994,2.5500000000000003,1.9900763596813973,1.9431403637888465
471.0,28.117947406322866,28.21404145477664,29.215701134294484,29.56762510898355,2.55,2.5499999999999994,1.9895880457331971,1.942587954082395
472.0,28.118849000169856,28.215540495899443,29.218859598839035,29.57151879428308,2.5500000000000003,2.55,1.9891004522813784,1.9420363061605028
473.0,28.119754668917974,28.217045360668656,29.222016178825125,29.575409374499145,2.5500000000000003,2.55,1.9886135771164335,1.9414854175396938
474.0,28.12066441473108,28.218556046854435,29.225170926522363,29.579296922129735,2.5499999999999994,2.55,1.9881274180391617,1.9409352857497815
475.0,28.121578239713298,28.220072552145883,29.22832389258745,29.583181507504595,2.5499999999999994,2.55,1.987641972860611,1.9403859083337722
476.0,28.122496145910144,28.221594874148405,29.231475126218438,29.587063198887424,2.5499999999999994,2.55,1.9871572394020762,1.9398372828477606
477.0,28.12341813530666,28.2231230103806,29.234624675114823,29.590942062566963,2.5499999999999994,2.5499999999999994,1.9866732154950246,1.9392894068608313
478.0,28.12434420983058,28.224656958271012,29.237772585738025,29.594818162945902,2.55,2.5500000000000003,1.9861898989811284,1.938742277954961
479.0,28.1252743713479,28.226196715154877,29.240918903149357,29.59869156262362,2.5500000000000003,2.5499999999999994,1.9857072877121482,1.9381958937249208
480.0,28.126208621664567,28.227742278270494,29.244063671174803,29.602562322474597,2.5499999999999994,2.55,1.9852253795499317,1.9376502517781766
481.0,28.12714696257987,28.229293644759775,29.247288401000205,29.606539374861484,2.55,2.55,1.984744218359015,1.9371053572320949
482.0,28.128089395666706,28.230850811647276,29.250577960103264,29.61060257818806,2.55,2.55,1.9842638382889315,1.936561206381133
483.0,28.12903592259971,28.232413775862096,29.253908590309315,29.614720154954643,2.55,2.55,1.9837842335100961,1.936017794691134
484.0,28.12998654493533,28.23398253421669,29.257271859400724,29.61888080957293,2.55,2.55,1.9833053999189536,1.9354751190419495
485.0,28.130941264165394,28.23555708340713,29.260662920363846,29.62307804079916,2.55,2.55,1.9828273339420326,1.9349331766540003
486.0,28.131900081716047,28.237137420009063,29.264078522260423,29.627307481258907,2.55,2.55,1.9823500322890943,1.9343919649060515
487.0,28.132862998946578,28.238723540473618,29.267516290244295,29.63156593944546,2.55,2.55,1.9818734918520484,1.9338514812695329
488.0,28.13383001714823,28.240315441123382,29.27097439667824,29.635850954650806,2.55,2.55,1.9813977096535795,1.9333117232779764
489.0,28.13480113754283,28.241913118148382,29.2744513781241,29.640160556794854,2.55,2.55,1.9809226828159183,1.9327726885104763
490.0,28.135776361281483,28.243516567602153,29.277946032772935,29.644493124583253,2.5499999999999994,2.55,1.9804484085416438,1.9322343745818908
491.0,28.13675568944317,28.245125785397846,29.281457350193293,29.64884729465452,2.5500000000000003,2.55,1.9799748840996412,1.9316967791365283
492.0,28.137739123033256,28.24674076730443,29.28498446687572,29.653221901066814,2.5499999999999994,2.55,1.9795021068154255,1.9311598998439155
493.0,28.138726662982048,28.248361508943045,29.28852663435563,29.65761593277066,2.5500000000000003,2.55,1.979030074063758,1.9306237343958
494.0,28.13971831014324,28.249988005783457,29.29208319662763,29.662028502790395,2.55,2.55,1.9785587832630713,1.9300882805039492
495.0,28.14071406529242,28.2516202531406,29.295653573416242,29.666458825521016,2.55,2.55,1.9780882318710569,1.929553535898517
496.0,28.141713929125505,28.25325824617131,29.299237246616606,29.670906199302127,2.5500000000000003,2.55,1.9776184173809475,1.9290194983267575
497.0,28.142717902257193,28.25490197987126,29.302833750095587,29.675369992817703,2.5500000000000003,2.55,1.9771493373185194,1.9284861655520178
498.0,28.14372598521942,28.25655144907191,29.30644266211585,29.67984963455717,2.55,2.55,1.9766809892397204,1.927953535352928
499.0,28.144738178459768,28.25820664843789,29.310063599163843,29.684344604238113,2.55,2.55,1.9762133707286136,1.927421605522737
500.0,28.145754482339992,28.25986757246424,29.313696210616456,29.688854425854004,2.5500000000000003,2.549999999999999,1.9757464793955921,1.926890373868752
501.0,28.146774897134442,28.261534215474146,29.31734017440279,29.693378661927078,2.55,2.5500000000000007,1.9752803128758223,1.9263598382118658
502.0,28.147799423028673,28.26320657161663,29.32099519335393,29.697916908849606,2.55,2.5499999999999994,1.9748148688278853,1.9258299963861596
503.0,28.14882806011784,28.264884634864643,29.324660992391337,29.702468792882925,2.5500000000000003,2.5499999999999994,1.9743501449326402,1.9253008462385504
504.0,28.1498608084054,28.26656839901314,29.328337316092227,29.707033966812936,2.5499999999999994,2.5500000000000003,1.9738861388922064,1.924772385628483
505.0,28.150897667801683,28.268257857677565,29.33202392660233,29.711612107075275,2.5499999999999994,2.5500000000000003,1.9734228484290606,1.9242446124276595
506.0,28.151938638122534,28.269953004292383,29.335720601765193,29.716202911305277,2.55,2.5500000000000003,1.9729602712851984,1.9237175245197926
507.0,28.152983719088017,28.27165383210993,29.339427133548778,29.720806096253714,2.5499999999999985,2.55,1.9724984052214043,1.9231911198003897
508.0,28.154032910321252,28.273360334199364,29.34314332665987,29.725421395946142,2.5499999999999994,2.55,1.9720372480165789,1.922665396176551
509.0,28.155086211347154,28.275072503445955,29.346868997368592,29.73004856007799,2.5499999999999994,2.5499999999999994,1.971576797467124,1.922140351566788
510.0,28.156143621591333,28.276790332550437,29.350603972444837,29.734687352597643,2.5499999999999994,2.5499999999999994,1.9711170513863914,1.9216159839008509
511.0,28.157205140378966,28.2785138140287,29.354348088168194,29.739337550475064,2.5499999999999994,2.5500000000000003,1.9706580076041387,1.9210922911195738
512.0,28.158270766933963,28.280242940211636,29.358101189784012,29.74399894261942,2.549999999999999,2.55,1.9701996639661568,1.9205692711747293
513.0,28.159340500377905,28.281977703245257,29.361863130582172,29.748671328907548,2.549999999999999,2.55,1.9697420183337753,1.92004692202889
514.0,28.16041433972919,28.283718095091,29.365633771258214,29.75335451931071,2.55,2.55,1.9692850685834544,1.9195252416553
515.0,28.161492283902344,28.285464107526426,29.369412979431925,29.758048333122478,2.5499999999999994,2.55,1.9688288126064515,1.9190042280377493
516.0,28.162574331707315,28.287215732145935,29.373200629067668,29.76275259824808,2.549999999999999,2.5499999999999994,1.9683732483084542,1.918483879170462
517.0,28.16366048184875,28.288972960361946,29.376996599964023,29.767467150586363,2.5499999999999994,2.5500000000000003,1.9679183736092332,1.91796419305798
518.0,28.164750732925604,28.290735783406454,29.380800777439106,29.77219183346704,2.549999999999999,2.55,1.9674641864423783,1.9174451677150606
519.0,28.16584508343057,28.29250419233266,29.384613051829035,29.776926497137897,2.549999999999999,2.55,1.967010684754966,1.9169268011665728
520.0,28.16694353174976,28.294278178017212,29.38843331822186,29.781670998296843,2.55,2.55,1.9665578665073162,1.9164090914474
521.0,28.168046076162728,28.296057731162577,29.392261476195678,29.78642519966582,2.5500000000000003,2.55,1.966105729672771,1.9158920366023449
522.0,28.169152714841797,28.297842842299993,29.39609742936444,29.791188969606818,2.55,2.5499999999999994,1.9656542722373673,1.9153756346860373
523.0,28.170263445852918,28.29963350179253,29.399941085374284,29.795962181753747,2.5499999999999994,2.55,1.9652034921997348,1.914859883762845
524.0,28.171378267154736,28.30142969983887,29.403792355380794,29.80074471470348,2.5499999999999994,2.550000000000001,1.9647533875707412,1.9143447819067905
525.0,28.172497176599997,28.30323142647741,29.407651154077552,29.80553645171484,2.5499999999999994,2.549999999999999,1.9643039563734126,1.9138303272014636
526.0,28.173620171934854,28.30503867159068,29.41151739928419,29.810337280433785,2.55,2.5499999999999994,1.9638551966426265,1.9133165177399423
527.0,28.174747250800365,28.306851424910363,29.415391011916434,29.815147092640323,2.55,2.5500000000000003,1.9634071064250076,1.9128033516247136
528.0,28.175878410732725,28.308669676022546,29.419271915733063,29.81996578401109,2.55,2.5499999999999994,1.9629596837787058,1.9122908269675947
529.0,28.177013649164028,28.31049341437364,29.42316003718406,29.82479325390906,2.549999999999999,2.5499999999999994,1.9625129267732264,1.9117789418896562
530.0,28.178152963423152,28.3123226292766,29.42705530523148,29.829629405180683,2.549999999999998,2.55,1.9620668334892484,1.9112676945211517
531.0,28.179296350738074,28.3141573099176,29.430957651351473,29.83447414397094,2.549999999999998,2.55,1.9616214020185427,1.9107570830014409
532.0,28.180443808234863,28.315997445363013,29.434867009163003,29.83932737955085,2.55,2.5499999999999994,1.9611766304636824,1.9102471054789212
533.0,28.181595332942905,28.31784302456686,29.438783314639867,29.844189024155227,2.5500000000000003,2.5499999999999994,1.9607325169380831,1.9097377601109566
534.0,28.182750921791975,28.319694036378806,29.442706505641514,29.84905899283701,2.5499999999999985,2.5500000000000007,1.9602890595656544,1.9092290450638085
535.0,28.18391057161952,28.321550469552168,29.446636522156275,29.853937203325177,2.549999999999998,2.55,1.9598462564808714,1.9087209585125713
536.0,28.185074279166972,28.323412312752485,29.450573305896114,29.85882357589495,2.549999999999999,2.5500000000000003,1.9594041058284484,1.9082134986411017
537.0,28.18624204108804,28.32527955456626,29.454516800470035,29.863718033245732,2.5499999999999994,2.5500000000000007,1.9589626057633842,1.9077066636419573
538.0,28.187413853945287,28.32715218350997,29.458466951075195,29.868620500385884,2.5499999999999994,2.5499999999999994,1.9585217544506865,1.9072004517163308
539.0,28.188589714217045,28.329030188039415,29.462423704570845,29.873530904528547,2.549999999999999,2.5499999999999994,1.958081550065359,1.9066948610739847
540.0,28.189769618298417,28.330913556559214,29.466387009342824,29.87844917498854,2.5499999999999985,2.55,1.9576419907922422,1.9061898899331953
541.0,28.190953562561994,28.332802277438375,29.470320413548162,29.883326815804068,2.5499999999999985,2.55,1.9572030562484177,1.90568553501637
542.0,28.192141543131676,28.334696338996025,29.474230653126064,29.888172744850138,2.5499999999999985,2.55,1.9567647283947578,1.9051817948256715
543.0,28.193333556229813,28.336595729547458,29.478128313324653,29.893001057134526,2.5499999999999985,2.55,1.9563270066084901,1.9046786680428436
544.0,28.19452959795104,28.33850043738986,29.482017134602852,29.897816737835257,2.549999999999998,2.55,1.9558898898133874,1.904176153075674
545.0,28.195729664323334,28.34041045081835,29.485899256482554,29.902622641066948,2.5499999999999994,2.55,1.9554533767868751,1.9036742482742537
546.0,28.196933751311672,28.34232575813593,29.489776103727984,29.907420672759436,2.5499999999999976,2.55,1.9550174662283184,1.9031729519674765
547.0,28.19814185482183,28.344246347663358,29.493648712648067,29.912212216783644,2.549999999999998,2.55,1.9545821567891266,1.9026722624761474
548.0,28.199353970704223,28.346172207749078,29.497517873808718,29.916998332711895,2.5499999999999976,2.55,1.954147447088097,1.9021721781190426
549.0,28.200570094757897,28.34810332677891,29.501384216467752,29.9217798628984,2.549999999999997,2.55,1.9537133357214937,1.9016726972161635
550.0,28.201790222734584,28.350039693185703,29.505248253955465,29.926557495376244,2.5499999999999976,2.55,1.9532798212692009,1.9011738180906301
551.0,28.20301435034277,28.351981295458813,29.50911041377802,29.93133180423171,2.549999999999997,2.5500000000000003,1.9528469022991533,1.9006755390698722
552.0,28.204242473251874,28.35392812215346,29.512971058874754,29.936103276629122,2.549999999999997,2.5500000000000003,1.9524145773706938,1.9001778584864188
553.0,28.205474587096692,28.35588016189975,29.516830501597187,29.940872331520623,2.5499999999999963,2.5499999999999994,1.9519828450370218,1.8996807746784214
554.0,28.206710687481163,28.357837403411672,29.520689012569306,29.94563933336695,2.549999999999997,2.5500000000000003,1.9515517038468435,1.8991842859900265
555.0,28.207950769983,28.359799835495682,29.524546829643953,29.95040460233571,2.5499999999999967,2.5500000000000007,1.9511211523460854,1.898688390771644
556.0,28.209194830158033,28.36176744705918,29.52840416363084,29.95516842189504,2.5499999999999963,2.55,1.950691189079088,1.898193087380129
557.0,28.210442863544316,28.363740227118594,29.53226120220178,29.959931044817854,2.5499999999999967,2.55,1.9502618125894824,1.8976983741789206
558.0,28.211694865666516,28.365718164807298,29.5361181136831,29.96469269793469,2.5499999999999954,2.55,1.9498330214210464,1.8972042495381363
559.0,28.212950832040235,28.367701249383135,29.539975049961484,29.969453585932595,2.549999999999996,2.55,1.9494048141183904,1.8967107118346471
560.0,28.214210758176225,28.369689470235727,29.543832148635328,29.97421389435332,2.549999999999995,2.5500000000000007,1.9489771892274919,1.8962177594521157
561.0,28.21547463958448,28.371682816893365,29.547689534846626,29.978973792140277,2.5499999999999954,2.55,1.9485501452961687,1.8957253907810312
562.0,28.21674247177845,28.37368127902973,29.551547322899776,29.983733433719447,2.5499999999999954,2.55,1.9481236808745004,1.895233604218726
563.0,28.21801425027916,28.375684846470126,29.555405617506295,29.988492960768195,2.549999999999996,2.55,1.9476977945151666,1.894742398169383
564.0,28.219289970619364,28.37769350919751,29.559264515230094,29.993252503680928,2.5499999999999945,2.5499999999999994,1.9472724847738292,1.8942517710440356
565.0,28.2205696283474,28.379707257358163,29.563124105075612,29.998012182802242,2.549999999999994,2.5499999999999994,1.9468477502093164,1.8937617212605586
566.0,28.22185321903113,28.38172608126695,29.566984469318097,30.002772109501993,2.549999999999994,2.5500000000000003,1.9464235893838602,1.8932722472436576
567.0,28.22314073826187,28.383749971412342,29.570845684458444,30.007532387111002,2.549999999999994,2.5500000000000003,1.9460000008633618,1.8927833474248525
568.0,28.224432181657928,28.385778918461057,29.574707821343573,30.012293111716932,2.5499999999999927,2.5500000000000003,1.945576983217452,1.8922950202424555
569.0,28.22572754486838,28.387812913262426,29.578570946011197,30.017054372873606,2.549999999999992,2.55,1.9451545350197224,1.891807264141552
570.0,28.22702682357669,28.389851946852335,29.582435120146435,30.0218162542013,2.549999999999993,2.55,1.9447326548478643,1.8913200775739727
571.0,28.228330013503964,28.391896010456918,29.58630040139968,30.0265788339221,2.5499999999999923,2.5500000000000003,1.9443113412837565,1.8908334589982672
572.0,28.229637110412288,28.393945095495845,29.590166843691154,30.03134218532691,2.549999999999992,2.5500000000000003,1.943890592913566,1.890347406879677
573.0,28.230948110108475,28.39599919358532,29.59403449786084,30.03610637720518,2.549999999999991,2.5499999999999994,1.9434704083279275,1.8898619196901036
574.0,28.232263008446285,28.398058296540725,29.597903411399898,30.040871474216175,2.54999999999999,2.5499999999999994,1.9430507861218758,1.8893769959080777
575.0,28.23358180133055,28.40012239637902,29.60177362928177,30.045637537232093,2.549999999999989,2.55,1.9426317248950804,1.8888926340187326
576.0,28.23490448471886,28.402191485320706,29.605645193608257,30.050404623629287,2.5499999999999887,2.5499999999999994,1.9422132232517422,1.8884088325137622
577.0,28.236231054625478,28.404265555791465,29.609518144281193,30.055172787555982,2.5499999999999887,2.55,1.941795279800788,1.8879255898913971
578.0,28.237561507122916,28.40634460042348,29.613392518843916,30.05994208017697,2.5499999999999883,2.55,1.9413778931558108,1.8874429046563665
579.0,28.238895838345314,28.408428612056426,29.61726835287201,30.064712549889336,2.5499999999999874,2.5499999999999994,1.9409610619351876,1.8869607753198645
580.0,28.24023404449029,28.410517583738066,29.621145680012233,30.069484242520396,2.5499999999999865,2.5500000000000007,1.9405447847620758,1.8864792003995172
581.0,28.241576121821304,28.412611508724527,29.62502453214984,30.074257201512083,2.5499999999999856,2.5499999999999994,1.9401290602644565,1.8859981784193485
582.0,28.242922066670115,28.414710380480255,29.628904939565942,30.07903146808296,2.549999999999985,2.549999999999999,1.939713887075173,1.8855177079097423
583.0,28.24427187543744,28.416814192677624,29.632786930892266,30.083807081379252,2.5499999999999843,2.55,1.9392992638318989,1.885037787407412
584.0,28.245625544597424,28.41892293919617,29.636670533509047,30.088584078609763,2.5499999999999834,2.55,1.9388851891772618,1.8845584154553645
585.0,28.24698307069649,28.42103661412135,29.64055577333558,30.09336249516861,2.5499999999999825,2.55,1.9384716617587496,1.8840795906028633
586.0,28.248344450356516,28.423155211743182,29.644442675061054,30.09814236475277,2.5499999999999816,2.55,1.938058680228777,1.883601311405395
587.0,28.249709680276485,28.425278726554396,29.648331262263884,30.10292371946698,2.5499999999999807,2.5499999999999994,1.9376462432447077,1.8831235764246361
588.0,28.25107875723128,28.427407153248268,29.652221557284395,30.107706589921843,2.54999999999998,2.5499999999999994,1.9372343494687878,1.8826463842284158
589.0,28.252451678077026,28.429540486716174,29.656113581573415,30.112491005322973,2.549999999999978,2.5500000000000003,1.9368229975682585,1.882169733390682
590.0,28.253828439746467,28.431678722044754,29.660007355459495,30.117276993551936,2.5499999999999767,2.549999999999999,1.93641218621524,1.881693622491467
591.0,28.25520903925586,28.433821854512722,29.663902898471054,30.12206458124415,2.549999999999976,2.55,1.936001914086842,1.8812180501168545
592.0,28.25659347369969,28.435969879587503,29.66780022918059,30.126853793859485,2.549999999999975,2.5499999999999994,1.9355921798650755,1.8807430148589412
593.0,28.257981740255946,28.43812279292153,29.67169936540164,30.131644655748673,2.549999999999973,2.549999999999999,1.9351829822369107,1.8802685153158067
594.0,28.25937383618358,28.44028059034826,29.675600324154455,30.136437190214206,2.549999999999972,2.55,1.934774319894239,1.8797945500914781
595.0,28.260769758823066,28.442443267877877,29.679503121718255,30.14123141956612,2.54999999999997,2.5499999999999994,1.934366191533873,1.879321117795894
596.0,28.262169505597843,28.444610821692788,29.683407773711377,30.146027365175737,2.5499999999999683,2.55,1.9339585958575551,1.8788482170448728
597.0,28.263573074010463,28.44678324814298,29.68731429502967,30.15082504752469,2.5499999999999665,2.5499999999999994,1.93355153157191,1.8783758464600797
598.0,28.264980461649557,28.448960543741094,29.69122270006004,30.155624486251373,2.549999999999965,2.5499999999999994,1.9331449973885089,1.8779040046689919
599.0,28.266391666183758,28.45114270515732,29.695133002571964,30.160425700193876,2.549999999999963,2.5500000000000003,1.9327389920238005,1.8774326903048648
600.0,28.267806685359563,28.453329729214108,29.699045215711894,30.16522870743034,2.549999999999961,2.5499999999999994,1.9323335141990854,1.8769619020066999
601.0,28.26922551705432,28.45552161288586,29.703014050275783,30.17010598951717,2.54999999999996,2.5499999999999994,1.9319285696760684,1.8764916172732247
602.0,28.270648159072845,28.45771835327295,29.707029322765603,30.175044118931957,2.5499999999999576,2.5499999999999994,1.931524184779393,1.876021838526175
603.0,28.272074609449774,28.45991994762678,29.71107506205841,30.180021923590175,2.549999999999955,2.5499999999999994,1.9311203625078408,1.8755525705709715
604.0,28.273504866246018,28.462126393323654,29.715145589703337,30.18503186467872,2.5499999999999527,2.549999999999999,1.930717102705269,1.8750838142623953
605.0,28.27493892759806,28.46433768786399,29.719237635527453,30.190069594165127,2.5499999999999496,2.5499999999999985,1.9303144045526748,1.8746155695347713
606.0,28.27637679171667,28.466553828866523,29.723348998931044,30.19513218474345,2.5499999999999483,2.549999999999999,1.9299122669643796,1.874147835915503
607.0,28.277818456885456,28.468774814062453,29.727478072104603,30.20021749239362,2.5499999999999448,2.5499999999999994,1.9295106887221596,1.87368061271001
608.0,28.279263921459357,28.471000641289514,29.731623610657394,30.205323859458513,2.5499999999999425,2.5499999999999985,1.9291096685366809,1.873213899087865
609.0,28.280713183863064,28.47323130848611,29.735784619032124,30.21044995546797,2.549999999999939,2.5499999999999985,1.928709205076502,1.872747694128965
610.0,28.282166242589298,28.475466813685422,29.739960274867325,30.21559468207525,2.549999999999936,2.5499999999999994,1.9283092969863758,1.8722819968510955
611.0,28.283623096197083,28.477707155009607,29.744149885329954,30.220757113146718,2.5499999999999328,2.549999999999999,1.9279099428971114,1.8718168062272935
612.0,28.285083743309897,28.479952330664005,29.748352857097714,30.225936454119207,2.5499999999999297,2.549999999999999,1.9275111414319877,1.8713521211976256
613.0,28.286548182613842,28.48220233893139,29.752568674272744,30.231132013746663,2.549999999999926,2.5499999999999985,1.9271128912112332,1.8708879406773562
614.0,28.288016412855608,28.484457178166334,29.756796882880018,30.23634318376813,2.549999999999922,2.5499999999999994,1.926715190854906,1.870424263562834
615.0,28.28948843284054,28.486716846789655,29.761037079891967,30.241569423576195,2.549999999999919,2.549999999999998,1.9263180389847798,1.8699610887359106
616.0,28.290964241430572,28.48898134328292,29.76528890417215,30.246810248645932,2.549999999999914,2.549999999999998,1.9259214342258157,1.8694984150672822
617.0,28.2924438375422,28.491250666183085,29.76955203009242,30.252065221613673,2.5499999999999097,2.549999999999999,1.9255253752070782,1.8690362414190462
618.0,28.293927220144393,28.493524814077222,29.773826162139443,30.257333945146506,2.5499999999999052,2.549999999999998,1.925129860562452,1.8685745666467568
619.0,28.295414388256425,28.495803785597438,29.778111030548143,30.262616056217396,2.549999999999901,2.5499999999999994,1.924734888931174,1.8681133896010518
620.0,28.296905340945788,28.498087579415802,29.78240638757791,30.26791122148059,2.5499999999998955,2.5499999999999976,1.9243404589582391,1.86765270912898
621.0,28.298400077326022,28.5003761942395,29.78671200470978,30.273219133514765,2.54999999999989,2.549999999999999,1.9239465692946474,1.8671925240750595
622.0,28.299898596554602,28.50266962880609,29.79102767059737,30.27853950765977,2.549999999999886,2.5499999999999976,1.9235532185975273,1.866732833282176
