time_s,step_s,temperature_min_C,temperature_max_C,moisture_min,moisture_max,surface_temperature_C,surface_moisture,mean_temperature_C,mean_moisture,surface_heat_flux,surface_moisture_flux,cumulative_moisture_flux
1.140162762358261716e+03,3.795778326366416877e-02,2.956366506142137141e+01,3.213590789021017713e+01,1.768271070580144544e+00,2.549999891113043926e+00,3.213590789021017713e+01,1.768271070580144544e+00,3.079372499915807637e+01,2.370954774308587254e+00,-1.321087023163601089e+02,1.392007445857010762e-06,1.790452257053674022e-03
1.140200720141525380e+03,3.795778326366416877e-02,2.956378847062887161e+01,3.213609072978703551e+01,1.768262312935922065e+00,2.549999891051327072e+00,3.213609072978703551e+01,1.768262312935922065e+00,3.079388166324153886e+01,2.370949490570815499e+00,-1.321114540159600210e+02,1.392000110774177684e-06,1.790505094431392571e-03
1.140238677924789044e+03,3.795778326366416877e-02,2.956391188356059629e+01,3.213627363972999973e+01,1.768253555686151168e+00,2.549999890989578688e+00,3.213627363972999973e+01,1.768253555686151168e+00,3.079403833092217013e+01,2.370944206860883696e+00,-1.321142039564071240e+02,1.391992776006906095e-06,1.790557931530693640e-03
1.140276635708052709e+03,3.795778326366416877e-02,2.956403530021692561e+01,3.213645661411317889e+01,1.768244798822962593e+00,2.549999890927799662e+00,3.213645661411317889e+01,1.768244798822962593e+00,3.079419500219587036e+01,2.370938923178793623e+00,-1.321169522858490097e+02,1.391985441548900212e-06,1.790610768351588939e-03
1.140342854162178810e+03,6.621845412610127823e-02,2.956425061307096414e+01,3.213677595936012921e+01,1.768229523128975966e+00,2.549999890819949488e+00,3.213677595936012921e+01,1.768229523128975966e+00,3.079446832836788417e+01,2.370929705708743729e+00,-1.321217432981169964e+02,1.391972647100441759e-06,1.790702943052074935e-03
1.140409072616304911e+03,6.621845412610127823e-02,2.956446593726062488e+01,3.213709546647522330e+01,1.768214248565722846e+00,2.549999890712004724e+00,3.213709546647522330e+01,1.768214248565722846e+00,3.079474166544298086e+01,2.370920488323414954e+00,-1.321265302636815591e+02,1.391959853556570236e-06,1.790795116905362534e-03
1.140475291070431012e+03,6.621845412610127823e-02,2.956468127278599312e+01,3.213741512039118930e+01,1.768198975112976745e+00,2.549999890603964925e+00,3.213741512039118930e+01,1.768198975112976745e+00,3.079501501340337910e+01,2.370911271022800637e+00,-1.321313135592241395e+02,1.391947060901104139e-06,1.790887289911510935e-03
1.140541509524557114e+03,6.621845412610127823e-02,2.956489661964724291e+01,3.213773490984456771e+01,1.768183702755558695e+00,2.549999890495830090e+00,3.213773490984456771e+01,1.768183702755558695e+00,3.079528837223310234e+01,2.370902053806893672e+00,-1.321360934663316016e+02,1.391934269121900613e-06,1.790979462070578466e-03
1.140640783776184207e+03,9.927425162709369033e-02,2.956521948741961126e+01,3.213821457090082845e+01,1.768160808568467912e+00,2.549999890333537245e+00,3.213821457090082845e+01,1.768160808568467912e+00,3.079569821024423959e+01,2.370888235578790582e+00,-1.321432535976347538e+02,1.391915093395380554e-06,1.791117644351615740e-03
1.140740058027811301e+03,9.927425162709369033e-02,2.956554238067162643e+01,3.213869449099176023e+01,1.768137916781453933e+00,2.549999890171031236e+00,3.213869449099176023e+01,1.768137916781453933e+00,3.079610807260677774e+01,2.370874417541042334e+00,-1.321504072530711369e+02,1.391895919588921980e-06,1.791255824729092588e-03
1.140839332279438395e+03,9.927425162709369033e-02,2.956586529940409491e+01,3.213917465001691909e+01,1.768115027367109127e+00,2.549999890008310288e+00,3.213917465001691909e+01,1.768115027367109127e+00,3.079651795927910740e+01,2.370860599693632054e+00,-1.321575549351520067e+02,1.391876747680598807e-06,1.791394003203198530e-03
1.140938606531065489e+03,9.927425162709369033e-02,2.956618824361781250e+01,3.213965503196666162e+01,1.768092140303469062e+00,2.549999889845375733e+00,3.213965503196666162e+01,1.768092140303469062e+00,3.079692787022300848e+01,2.370846782036539313e+00,-1.321646970441180997e+02,1.391857577652839337e-06,1.791532179774121131e-03
1.141083391506381986e+03,1.447849753164973663e-01,2.956665928222415474e+01,3.214035600950322902e+01,1.768058765200524185e+00,2.549999889607361236e+00,3.214035600950322902e+01,1.768058765200524185e+00,3.079752574184945502e+01,2.370826630232415244e+00,-1.321751040405253264e+02,1.391829622767363829e-06,1.791733697815374275e-03
1.141228176481698483e+03,1.447849753164973663e-01,2.956713037503417496e+01,3.214105739859273569e+01,1.768025395010896172e+00,2.549999889368890216e+00,3.214105739859273569e+01,1.768025395010896172e+00,3.079812366492485154e+01,2.370806478833005659e+00,-1.321855007481092343e+02,1.391801671812542171e-06,1.791935211809465075e-03
1.141372961457014981e+03,1.447849753164973663e-01,2.956760152205047731e+01,3.214175917110619451e+01,1.767992029695204526e+00,2.549999889129960895e+00,3.214175917110619451e+01,1.767992029695204526e+00,3.079872163935526430e+01,2.370786327838255936e+00,-1.321958878700941682e+02,1.391773724756869397e-06,1.792136721756960134e-03
1.141517746432331478e+03,1.447849753164973663e-01,2.956807272327571567e+01,3.214246130317023642e+01,1.767958669219774848e+00,2.549999888890573274e+00,3.214246130317023642e+01,1.767958669219774848e+00,3.079931966505328589e+01,2.370766177248110118e+00,-1.322062660033147097e+02,1.391745781573406259e-06,1.792338227658422153e-03
1.141662531407647975e+03,1.447849753164973663e-01,2.956854397871260076e+01,3.214316377447091355e+01,1.767925313555708033e+00,2.549999888650726465e+00,3.214316377447091355e+01,1.767925313555708033e+00,3.079991774193705822e+01,2.370746027062510919e+00,-1.322166356556192000e+02,1.391717842239033417e-06,1.792539729514409930e-03
1.141896557807482395e+03,2.340263998344198626e-01,2.956930581750819087e+01,3.214429990299015572e+01,1.767871408500440999e+00,2.549999888262071579e+00,3.214429990299015572e+01,1.767871408500440999e+00,3.080088456478564041e+01,2.370713457719250794e+00,-1.322333800356061033e+02,1.391672689966021258e-06,1.792865422947008186e-03
1.142130584207316815e+03,2.340263998344198626e-01,2.957006779795942109e+01,3.214543681102158956e+01,1.767817515861204836e+00,2.549999887872210991e+00,3.214543681102158956e+01,1.767817515861204836e+00,3.080185152086361455e+01,2.370680889432557503e+00,-1.322501049277883851e+02,1.391627547625833705e-06,1.793191105813946116e-03
1.142364610607151235e+03,2.340263998344198626e-01,2.957082992007851274e+01,3.214657444744582193e+01,1.767763635562660918e+00,2.549999887481142480e+00,3.214657444744582193e+01,1.767763635562660918e+00,3.080281860989304121e+01,2.370648322202198344e+00,-1.322668116101505404e+02,1.391582415158200128e-06,1.793516778117540877e-03
1.142598637006985655e+03,2.340263998344198626e-01,2.957159218387801047e+01,3.214771276858334659e+01,1.767709767539565213e+00,2.549999887088862049e+00,3.214771276858334659e+01,1.767709767539565213e+00,3.080378583161522243e+01,2.370615756027942389e+00,-1.322835011746805662e+02,1.391537292510924876e-06,1.793842439860096833e-03
1.142832663406820075e+03,2.340263998344198626e-01,2.957235458937078576e+01,3.214885173679864749e+01,1.767655911734889118e+00,2.549999886695366591e+00,3.214885173679864749e+01,1.767655911734889118e+00,3.080475318578805854e+01,2.370583190909560933e+00,-1.323001745622661929e+02,1.391492179638385483e-06,1.794168091043906637e-03
1.143155730149134342e+03,3.230667423142676853e-01,2.957340730115657479e+01,3.215042505314166021e+01,1.767581585322704374e+00,2.549999886150155159e+00,3.215042505314166021e+01,1.767581585322704374e+00,3.080608880772654601e+01,2.370538237430790840e+00,-1.323231666127290111e+02,1.391429918596870905e-06,1.794617625831604075e-03
1.143478796891448610e+03,3.230667423142676853e-01,2.957446028302829433e+01,3.215199946739340930e+01,1.767507281984881606e+00,2.549999885602614036e+00,3.215199946739340930e+01,1.767507281984881606e+00,3.080742468108542909e+01,2.370493285963170660e+00,-1.323461312154734060e+02,1.391367676014845931e-06,1.795067140507813734e-03
1.143801863633762878e+03,3.230667423142676853e-01,2.957551353502278957e+01,3.215357491685104208e+01,1.767433001621015576e+00,2.549999885052733450e+00,3.215357491685104208e+01,1.767433001621015576e+00,3.080876080534486050e+01,2.370448336506103093e+00,-1.323690699380707088e+02,1.391305451811986428e-06,1.795516635078486150e-03
1.144124930376077145e+03,3.230667423142676853e-01,2.957656705717801771e+01,3.215515134686108212e+01,1.767358744141811489e+00,2.549999884500505853e+00,3.215515134686108212e+01,1.767358744141811489e+00,3.081009718001785203e+01,2.370403389058997057e+00,-1.323919841468576806e+02,1.391243245916856389e-06,1.795966109549547137e-03
1.144447997118391413e+03,3.230667423142676853e-01,2.957762084953305859e+01,3.215672870943011219e+01,1.767284509467196507e+00,2.549999883945921919e+00,3.215672870943011219e+01,1.767284509467196507e+00,3.081143380464616044e+01,2.370358443621261468e+00,-1.324148750416700295e+02,1.391181058265397677e-06,1.796415563926900827e-03
1.144889902288586882e+03,4.419051701954685996e-01,2.957906271158870126e+01,3.215888773040059334e+01,1.767183004751696096e+00,2.549999883183505567e+00,3.215888773040059334e+01,1.767183004751696096e+00,3.081326250372094577e+01,2.370296968489993272e+00,-1.324461503898250498e+02,1.391096024648189090e-06,1.797030315239578173e-03
1.145331807458782350e+03,4.419051701954685996e-01,2.958050507936943063e+01,3.216104832273790493e+01,1.767081542403316385e+00,2.549999882416642105e+00,3.216104832273790493e+01,1.767081542403316385e+00,3.081509166861605920e+01,2.370235497115656287e+00,-1.324773864538091175e+02,1.391011024924676932e-06,1.797645028982953900e-03
1.145773712628977819e+03,4.419051701954685996e-01,2.958194795298505042e+01,3.216321040441239631e+01,1.766980122274057319e+00,2.549999881645308886e+00,3.216321040441239631e+01,1.766980122274057319e+00,3.081692129836089222e+01,2.370174029496753043e+00,-1.325085852843637042e+02,1.390926058976461245e-06,1.798259705171979372e-03
1.146215617799173287e+03,4.419051701954685996e-01,2.958339133254900943e+01,3.216537390315387057e+01,1.766878744229712916e+00,2.549999880869484148e+00,3.216537390315387057e+01,1.766878744229712916e+00,3.081875139204322878e+01,2.370112565631795398e+00,-1.325397486882437192e+02,1.390841126696177425e-06,1.798874343821555864e-03
1.146657522969368756e+03,4.419051701954685996e-01,2.958483521817830919e+01,3.216753875484739922e+01,1.766777408147659045e+00,2.549999880089143911e+00,3.216753875484739922e+01,1.766777408147659045e+00,3.082058194880261226e+01,2.370051105519297430e+00,-1.325708782683223603e+02,1.390756227985725929e-06,1.799488944946539331e-03
1.147238017676116442e+03,5.804947067476859957e-01,2.958673270194831773e+01,3.217038450418058204e+01,1.766644354796301997e+00,2.549999879057176067e+00,3.217038450418058204e+01,1.766644354796301997e+00,3.082298730394503750e+01,2.369970376092196851e+00,-1.326117216388361442e+02,1.390644754350515155e-06,1.800296239217543835e-03
1.147818512382864128e+03,5.804947067476859957e-01,2.958863105947149563e+01,3.217323237553640780e+01,1.766511373427193110e+00,2.549999878017326527e+00,3.217323237553640780e+01,1.766511373427193110e+00,3.082539345503089834e+01,2.369889653134409357e+00,-1.326525119587838617e+02,1.390533338301102938e-06,1.801103468795415760e-03
1.148399007089611814e+03,5.804947067476859957e-01,2.959053029103979782e+01,3.217608226843565689e+01,1.766378463826762779e+00,2.549999876969542445e+00,3.217608226843565689e+01,1.766378463826762779e+00,3.082780040042994685e+01,2.369808936642597175e+00,-1.326932517401461382e+02,1.390421979666633628e-06,1.801910633713533355e-03
1.148979501796359500e+03,5.804947067476859957e-01,2.959243039695474309e+01,3.217893409354851286e+01,1.766245625797718155e+00,2.549999875913772307e+00,3.217893409354851286e+01,1.766245625797718155e+00,3.083020813860512632e+01,2.369728226613432742e+00,-1.327339432161680861e+02,1.390310678289272800e-06,1.802717734005179024e-03
1.149559996503107186e+03,5.804947067476859957e-01,2.959433137752707665e+01,3.218178777098114551e+01,1.766112859156633519e+00,2.549999874849962378e+00,3.218178777098114551e+01,1.766112859156633519e+00,3.083261666810247803e+01,2.369647523043596049e+00,-1.327745883841957948e+02,1.390199434022279831e-06,1.803524769703547352e-03
1.150300932585607143e+03,7.409360824999566830e-01,2.959675903621279147e+01,3.218543274637929130e+01,1.765943500939173072e+00,2.549999873480365942e+00,3.218543274637929130e+01,1.765943500939173072e+00,3.083569203204245568e+01,2.369544523409152337e+00,-1.328264029184909418e+02,1.390057526002263186e-06,1.804554766047976452e-03
1.151041868668107099e+03,7.409360824999566830e-01,2.959918812106587893e+01,3.218908049001509397e+01,1.765774258413617126e+00,2.549999872097474807e+00,3.218908049001509397e+01,1.765774258413617126e+00,3.083876868022481688e+01,2.369441534285756656e+00,-1.328781482468448587e+02,1.389915710535770200e-06,1.805584657281937046e-03
1.151782804750607056e+03,7.409360824999566830e-01,2.960161863279312300e+01,3.219273088398438887e+01,1.765605131270475248e+00,2.549999870701177507e+00,3.219273088398438887e+01,1.765605131270475248e+00,3.084184661009713579e+01,2.369338555666558488e+00,-1.329298273168614628e+02,1.389773987375208061e-06,1.806614443473912764e-03
1.152523740833107013e+03,7.409360824999566830e-01,2.960405057212189206e+01,3.219638382274642652e+01,1.765436119219098376e+00,2.549999869291360799e+00,3.219638382274642652e+01,1.765436119219098376e+00,3.084492581924477861e+01,2.369235587544729071e+00,-1.329814427670594910e+02,1.389632356288058389e-06,1.807644124692209210e-03
1.153264676915606969e+03,7.409360824999566830e-01,2.960648393979900916e+01,3.220003921134293279e+01,1.765267221985112878e+00,2.549999867867912329e+00,3.220003921134293279e+01,1.765267221985112878e+00,3.084800630537658606e+01,2.369132629913452970e+00,-1.330329969713957894e+02,1.389490817054821490e-06,1.808673701004965021e-03
1.154188170189381026e+03,9.234932737740564335e-01,2.960951885895947555e+01,3.220459854125876831e+01,1.765056870972604663e+00,2.549999866074486921e+00,3.220459854125876831e+01,1.765056870972604663e+00,3.085184756836298092e+01,2.369004319512069134e+00,-1.330971709675654893e+02,1.389314532636442312e-06,1.809956805018806975e-03
1.155111663463155082e+03,9.234932737740564335e-01,2.961255599974055741e+01,3.220916139513600029e+01,1.764846697446467605e+00,2.549999864259484106e+00,3.220916139513600029e+01,1.764846697446467605e+00,3.085569080773832695e+01,2.368876025383872985e+00,-1.331612568647003059e+02,1.389138390207160006e-06,1.811239746300765839e-03
1.156035156736929139e+03,9.234932737740564335e-01,2.961559536369898282e+01,3.221372763998329702e+01,1.764636700955248605e+00,2.549999862422680064e+00,3.221372763998329702e+01,1.764636700955248605e+00,3.085953601971628046e+01,2.368747747515768776e+00,-1.332252579875834897e+02,1.388962389405812216e-06,1.812522524981799357e-03
1.156958650010703195e+03,9.234932737740564335e-01,2.961863695242587724e+01,3.221829715614690315e+01,1.764426881069004249e+00,2.549999860563846976e+00,3.221829715614690315e+01,1.764426881069004249e+00,3.086338320070088059e+01,2.368619485894695398e+00,-1.332891773275587752e+02,1.388786529888444063e-06,1.813805141192540013e-03
1.157882143284477252e+03,9.234932737740564335e-01,2.962168076754330315e+01,3.222286983549681594e+01,1.764217237376604519e+00,2.549999858682757470e+00,3.222286983549681594e+01,1.764217237376604519e+00,3.086723234726759202e+01,2.368491240507617501e+00,-1.333530175878765363e+02,1.388610811326151382e-06,1.815087595063309559e-03
1.159028620465347785e+03,1.146477180870533630e+00,2.962546263324018980e+01,3.222855087484021652e+01,1.763957218302454777e+00,2.549999856316152336e+00,3.222855087484021652e+01,1.763957218302454777e+00,3.087201362706762353e+01,2.368332051942671601e+00,-1.334321661604345763e+02,1.388392859931263970e-06,1.816679480712773921e-03
1.160175097646218319e+03,1.146477180870533630e+00,2.962924793603557205e+01,3.223423646980987911e+01,1.763697469450403510e+00,2.549999853914443726e+00,3.223423646980987911e+01,1.763697469450403510e+00,3.087679792526918732e+01,2.368172888352956917e+00,-1.335112008423358532e+02,1.388175124714055631e-06,1.818271116609913125e-03
1.161321574827088853e+03,1.146477180870533630e+00,2.963303667918276929e+01,3.223992646876327228e+01,1.763437990126491828e+00,2.549999851477182222e+00,3.223992646876327228e+01,1.763437990126491828e+00,3.088158523621133256e+01,2.368013749713724359e+00,-1.335901254246440431e+02,1.387957605119358526e-06,1.819862503002249443e-03
1.162468052007959386e+03,1.146477180870533630e+00,2.963682886597165123e+01,3.224562073514636751e+01,1.763178779662921025e+00,2.549999849003913077e+00,3.224562073514636751e+01,1.763178779662921025e+00,3.088637555449870220e+01,2.367854636000280788e+00,-1.336689433212095253e+02,1.387740300612934363e-06,1.821453640136681080e-03
1.163614529188829920e+03,1.146477180870533630e+00,2.964062449971866897e+01,3.225131914548602197e+01,1.762919837414954394e+00,2.549999846494176658e+00,3.225131914548602197e+01,1.762919837414954394e+00,3.089116887497506880e+01,2.367695547187998351e+00,-1.337476576188612114e+02,1.387523210678993651e-06,1.823044528259504509e-03
1.164761006369700453e+03,1.146477180870533630e+00,2.964442358375686837e+01,3.225702158762046423e+01,1.762661162758171196e+00,2.549999843947508449e+00,3.225702158762046423e+01,1.762661162758171196e+00,3.089596519269946384e+01,2.367536483252306034e+00,-1.338262711216430034e+02,1.387306334817999559e-06,1.824635167616434203e-03
1.166451041336337539e+03,1.690034966637085745e+00,2.965003015532181863e+01,3.226543476043143244e+01,1.762280334215406752e+00,2.549999840125096284e+00,3.226543476043143244e+01,1.762280334215406752e+00,3.090304095452907163e+01,2.367302050619540132e+00,-1.339419777136825473e+02,1.386987025014077121e-06,1.826979493944087948e-03
1.168141076302974625e+03,1.690034966637085745e+00,2.965564424231870078e+01,3.227385617938882945e+01,1.761900083955016516e+00,2.549999836219886795e+00,3.227385617938882945e+01,1.761900083955016516e+00,3.091012320459696738e+01,2.367067671912135296e+00,-1.340574781520613783e+02,1.386668177836053991e-06,1.829323281018142887e-03
1.169831111269611711e+03,1.690034966637085745e+00,2.966126585534746951e+01,3.228228558406827631e+01,1.761520410162208172e+00,2.549999832230333663e+00,3.228228558406827631e+01,1.761520410162208172e+00,3.091721192911526828e+01,2.366833347052027747e+00,-1.341727789473889629e+02,1.386349791832096639e-06,1.831666529619219164e-03
1.171521146236248796e+03,1.690034966637085745e+00,2.966689500486756970e+01,3.229072274308918367e+01,1.761141311079344796e+00,2.549999828154865256e+00,3.229072274308918367e+01,1.761141311079344796e+00,3.092430711494219864e+01,2.366599075961397514e+00,-1.342878858841800138e+02,1.386031865596095009e-06,1.834009240525522836e-03
1.173211181202885882e+03,1.690034966637085745e+00,2.967253170113814775e+01,3.229916744980118892e+01,1.760762784998862518e+00,2.549999823991887293e+00,3.229916744980118892e+01,1.760762784998862518e+00,3.093140874950849195e+01,2.366364858562658213e+00,-1.344028041286936173e+02,1.385714397761998410e-06,1.836351414512918303e-03
1.174901216169522968e+03,1.690034966637085745e+00,2.967817595416100929e+01,3.230761951857984826e+01,1.760384830257145650e+00,2.549999819739779738e+00,3.230761951857984826e+01,1.760384830257145650e+00,3.093851682075278475e+01,2.366130694778451282e+00,-1.345175383215408829e+02,1.385397386998913947e-06,1.838693052354991404e-03
1.176993318734278319e+03,2.092102564755350613e+00,2.968517348437192993e+01,3.231809232456851078e+01,1.759917747198956439e+00,2.549999814350155880e+00,3.231809232456851078e+01,1.759917747198956439e+00,3.094732483546074775e+01,2.365840896432032991e+00,-1.346593196249417019e+02,1.385005588996801311e-06,1.841591035819181016e-03
1.179085421299033669e+03,2.092102564755350613e+00,2.969218262704201550e+01,3.232857587158243717e+01,1.759451534169383491e+00,2.549999808818254721e+00,3.232857587158243717e+01,1.759451534169383491e+00,3.095614267486307369e+01,2.365551179980925678e+00,-1.348008324027109097e+02,1.384614487017581843e-06,1.844488200330255453e-03
1.181177523863789020e+03,2.092102564755350613e+00,2.969920339878609639e+01,3.233906990591480479e+01,1.758986188232132930e+00,2.549999803140843735e+00,3.233906990591480479e+01,1.758986188232132930e+00,3.096497031863603766e+01,2.365261545279761624e+00,-1.349420829975190941e+02,1.384224078712220149e-06,1.847384547341899327e-03
1.183269626428544370e+03,2.092102564755350613e+00,2.970623581510845668e+01,3.234957420074895396e+01,1.758521706515398186e+00,2.549999797314628669e+00,3.234957420074895396e+01,1.758521706515398186e+00,3.097380774720409846e+01,2.364971992183657612e+00,-1.350830770797827540e+02,1.383834361783271075e-06,1.850280078302937855e-03
1.185361728993299721e+03,2.092102564755350613e+00,2.971327989029197170e+01,3.236008855229000147e+01,1.758058086204947523e+00,2.549999791336255317e+00,3.236008855229000147e+01,1.758058086204947523e+00,3.098265494165660527e+01,2.364682520548207822e+00,-1.352238197443739409e+02,1.383445333979349421e-06,1.853174794657438560e-03
1.187453831558055072e+03,2.092102564755350613e+00,2.972033563730036221e+01,3.237061277651202573e+01,1.757595324538224979e+00,2.549999785202305969e+00,3.237061277651202573e+01,1.757595324538224979e+00,3.099151188367537557e+01,2.364393130229471396e+00,-1.353643155919407093e+02,1.383056993090410069e-06,1.856068697844803208e-03
1.190040746601937599e+03,2.586915043882527243e+00,2.972907632663638822e+01,3.238363953569443510e+01,1.757024296287123422e+00,2.549999777397268463e+00,3.238363953569443510e+01,1.757024296287123422e+00,3.100247707230137095e+01,2.364035407145786305e+00,-1.355377056395962541e+02,1.382577750559148551e-06,1.859645928681658966e-03
1.192627661645820126e+03,2.586915043882527243e+00,2.973783489812772984e+01,3.239668085168514722e+01,1.756454571680749810e+00,2.549999769342316203e+00,3.239668085168514722e+01,1.756454571680749810e+00,3.101345710485367491e+01,2.363677807903089789e+00,-1.357107317670440239e+02,1.382099550943669378e-06,1.863221921108630316e-03
1.195214576689702653e+03,2.586915043882527243e+00,2.974661136690773233e+01,3.240973647027576021e+01,1.755886145764317563e+00,2.549999761030579126e+00,3.240973647027576021e+01,1.755886145764317563e+00,3.102445194969287812e+01,2.363320332232101695e+00,-1.358834003294944637e+02,1.381622390280143171e-06,1.866796677818509647e-03
1.197801491733585181e+03,2.586915043882527243e+00,2.975540574441196640e+01,3.242280616304277885e+01,1.755319013664782268e+00,2.549999752455031299e+00,3.242280616304277885e+01,1.755319013664782268e+00,3.103546157605913791e+01,2.362962979864561053e+00,-1.360557170375345777e+02,1.381146264670134672e-06,1.870370201493921697e-03
1.200000000000000000e+03,2.198508266414819445e+00,2.976289379220308362e+01,3.243392444351503912e+01,1.754838045819537840e+00,2.549999744954310810e+00,3.243392444351503912e+01,1.754838045819537840e+00,3.104482978255110837e+01,2.362659378121146236e+00,-1.362018889121239624e+02,1.380742436655630140e-06,1.873406218928072488e-03
1.200000031319735626e+03,3.131973562631173991e-05,2.976289389896927773e+01,3.243392460196351124e+01,1.754838038974328107e+00,2.549999744954202896e+00,3.243392460196351124e+01,1.754838038974328107e+00,3.104482991608547238e+01,2.362659373796697437e+00,-1.362018882394844184e+02,1.380742431054183472e-06,1.873406262172560557e-03
1.200000062639471253e+03,3.131973562631173991e-05,2.976289400573547184e+01,3.243392476040451555e+01,1.754838032129113268e+00,2.549999744954094094e+00,3.243392476040451555e+01,1.754838032129113268e+00,3.104483004961983994e+01,2.362659369472248638e+00,-1.362018875670315765e+02,1.380742425452732569e-06,1.873406305417048409e-03
1.200000375836827516e+03,3.131973562631173991e-04,2.976289507339765095e+01,3.243392634454858836e+01,1.754837963676757706e+00,2.549999744953011405e+00,3.243392634454858836e+01,1.754837963676757706e+00,3.104483138496340899e+01,2.362659326227762424e+00,-1.362018808491521611e+02,1.380742369438058790e-06,1.873406737861916952e-03
1.200000689034183779e+03,3.131973562631173991e-04,2.976289614106008941e+01,3.243392792848848671e+01,1.754837895224256039e+00,2.549999744951929159e+00,3.243392792848848671e+01,1.754837895224256039e+00,3.104483272030688568e+01,2.362659282983278430e+00,-1.362018741363771142e+02,1.380742313423267910e-06,1.873407170306767931e-03
1.200003821007746410e+03,3.131973562631173991e-03,2.976290681770702662e+01,3.243394375973101518e+01,1.754837210694250915e+00,2.549999744941101376e+00,3.243394375973101518e+01,1.754837210694250915e+00,3.104484607373373706e+01,2.362658850538583266e+00,-1.362018072125380286e+02,1.380741753271369789e-06,1.873411494754313213e-03
1.200006952981309041e+03,3.131973562631173991e-03,2.976291749437965706e+01,3.243395958461473327e+01,1.754836526160812538e+00,2.549999744930273593e+00,3.243395958461473327e+01,1.754836526160812538e+00,3.104485942715160718e+01,2.362658418094060409e+00,-1.362017404476690103e+02,1.380741193116724741e-06,1.873415819200104039e-03
1.200016022388051852e+03,9.069406742810315336e-03,2.976294841146873438e+01,3.243400538697510882e+01,1.754834543914510547e+00,2.549999744898916898e+00,3.243400538697510882e+01,1.754834543914510547e+00,3.104489809524059041e+01,2.362657165844512797e+00,-1.362015476763676816e+02,1.380739571042056291e-06,1.873428341696235441e-03
1.200025091794794662e+03,9.069406742810315336e-03,2.976297932877056240e+01,3.243405115987798126e+01,1.754832561657359680e+00,2.549999744867557094e+00,3.243405115987798126e+01,1.754832561657359680e+00,3.104493676325588680e+01,2.362655913596386714e+00,-1.362013556415037669e+02,1.380737948958708506e-06,1.873440864177655521e-03
1.200034161201537472e+03,9.069406742810315336e-03,2.976301024629049152e+01,3.243409690967617109e+01,1.754830579394448309e+00,2.549999744836193738e+00,3.243409690967617109e+01,1.754830579394448309e+00,3.104497543119601133e+01,2.362654661349716800e+00,-1.362011641842570953e+02,1.380736326870752439e-06,1.873453386644364279e-03
1.200050912105654788e+03,1.675090411731616769e-02,2.976306735053737995e+01,3.243418135746311037e+01,1.754826918210933062e+00,2.549999744778257416e+00,3.243418135746311037e+01,1.754826918210933062e+00,3.104504684944671666e+01,2.362652348494029386e+00,-1.362008118345158891e+02,1.380733330920323915e-06,1.873476515201094464e-03
1.200067663009772104e+03,1.675090411731616769e-02,2.976312445553718788e+01,3.243426575172357929e+01,1.754823257027345651e+00,2.549999744720309991e+00,3.243426575172357929e+01,1.754823257027345651e+00,3.104511826744089475e+01,2.362650035643371282e+00,-1.362004608229366340e+02,1.380730334969837369e-06,1.873499643707639750e-03
1.200084413913889421e+03,1.675090411731616769e-02,2.976318156128944992e+01,3.243435009949679682e+01,1.754819595848982727e+00,2.549999744662350132e+00,3.243435009949679682e+01,1.754819595848982727e+00,3.104518968518023669e+01,2.362647722797738492e+00,-1.362001109735384716e+02,1.380727339023530508e-06,1.873522772164000353e-03
1.200101164818006737e+03,1.675090411731616769e-02,2.976323866779306115e+01,3.243443440536683653e+01,1.754815934679256229e+00,2.549999744604379170e+00,3.243443440536683653e+01,1.754815934679256229e+00,3.104526110266643357e+01,2.362645409957124354e+00,-1.361997621717197262e+02,1.380724343084132894e-06,1.873545900570176056e-03
1.200130163278647615e+03,2.899846064087796549e-02,2.976333752994617043e+01,3.243458026329419397e+01,1.754809596644364200e+00,2.549999744503995025e+00,3.243458026329419397e+01,1.754809596644364200e+00,3.104538473701958878e+01,2.362641406076596340e+00,-1.361991605619030281e+02,1.380719156662376801e-06,1.873585939375495670e-03
1.200159161739288493e+03,2.899846064087796549e-02,2.976343639435052069e+01,3.243472602124012383e+01,1.754803258654729081e+00,2.549999744403575352e+00,3.243472602124012383e+01,1.754803258654729081e+00,3.104550837062320667e+01,2.362637402211104298e+00,-1.361985614516221688e+02,1.380713970276826072e-06,1.873625978030417577e-03
1.200188160199929371e+03,2.899846064087796549e-02,2.976353526100653113e+01,3.243487168936401588e+01,1.754796920718087572e+00,2.549999744303121041e+00,3.243487168936401588e+01,1.754796920718087572e+00,3.104563200348201946e+01,2.362633398360650894e+00,-1.361979645868920841e+02,1.380708783933670401e-06,1.873666016534942863e-03
1.200217158660570249e+03,2.899846064087796549e-02,2.976363412991443980e+01,3.243501727487124242e+01,1.754790582839934832e+00,2.549999744202631646e+00,3.243501727487124242e+01,1.754790582839934832e+00,3.104575563560030460e+01,2.362629394525237458e+00,-1.361973697875788218e+02,1.380703597637305466e-06,1.873706054889072827e-03
1.200266913526954113e+03,4.975486638386428240e-02,2.976380377207243200e+01,3.243526689010042219e+01,1.754779708608062316e+00,2.549999744030133630e+00,3.243526689010042219e+01,1.754779708608062316e+00,3.104596775892294858e+01,2.362622524875071850e+00,-1.361963536678196363e+02,1.380694699232341888e-06,1.873774751390718885e-03
